id,region
489,NORTHEAST
490,NORTHEAST
491,SOUTH
492,NORTHEAST
493,SOUTH
494,NORTHEAST
495,SOUTH
496,SOUTH
497,SOUTH
498,NORTHEAST
499,SOUTH
500,SOUTH
501,SOUTH
502,SOUTH
503,SOUTH
504,NORTHEAST
505,SOUTH
506,NORTHEAST
507,SOUTH
508,SOUTH
509,SOUTH
510,SOUTH
511,SOUTH
512,SOUTH
513,SOUTH
514,SOUTH
515,SOUTH
516,SOUTH
517,SOUTH
518,SOUTH
519,NORTHEAST
520,SOUTH
521,SOUTH
522,SOUTH
523,SOUTH
524,SOUTH
525,SOUTH
526,SOUTH
527,SOUTH
528,SOUTH
529,SOUTH
530,NORTHEAST
531,NORTHEAST
532,SOUTH
533,SOUTH
534,SOUTH
535,NORTHEAST
536,NORTHEAST
537,SOUTH
538,SOUTH
539,SOUTH
540,SOUTH
541,NORTHEAST
542,SOUTH
543,SOUTH
544,SOUTH
545,SOUTH
546,NORTHEAST
547,NORTHEAST
548,NORTHEAST
549,SOUTH
550,SOUTH
551,SOUTH
552,NORTHEAST
553,SOUTH
554,NORTHEAST
555,SOUTH
556,SOUTH
557,NORTHEAST
558,NORTHEAST
559,SOUTH
560,SOUTH
561,SOUTH
562,NORTHEAST
563,NORTHEAST
564,SOUTH
565,SOUTH
566,NORTHEAST
567,NORTHEAST
568,SOUTH
569,NORTHEAST
570,NORTHEAST
571,SOUTH
572,NORTHEAST
573,NORTHEAST
574,SOUTH
575,SOUTH
576,SOUTH
577,NORTHEAST
578,NORTHEAST
579,NORTHEAST
580,SOUTH
581,SOUTH
582,NORTHEAST
583,NORTHEAST
584,NORTHEAST
585,SOUTH
586,SOUTH
587,SOUTH
588,NORTHEAST
589,NORTHEAST
590,NORTHEAST
591,NORTHEAST
592,SOUTH
593,NORTHEAST
594,NORTHEAST
595,NORTHEAST
596,NORTHEAST
597,NORTHEAST
598,SOUTH
599,NORTHEAST
600,NORTHEAST
601,SOUTH
602,SOUTH
603,NORTHEAST
604,NORTHEAST
605,SOUTH
606,NORTHEAST
607,NORTHEAST
608,SOUTH
609,NORTHEAST
610,SOUTH
611,NORTHEAST
612,SOUTH
613,SOUTH
614,SOUTH
615,NORTHEAST
616,SOUTH
617,NORTHEAST
618,SOUTH
619,SOUTH
620,SOUTH
621,SOUTH
622,SOUTH
623,NORTHEAST
624,NORTHEAST
625,SOUTH
626,SOUTH
627,NORTHEAST
628,NORTHEAST
629,NORTHEAST
630,NORTHEAST
631,NORTHEAST
632,NORTHEAST
633,SOUTH
634,SOUTH
635,NORTHEAST
636,NORTHEAST
637,NORTHEAST
638,SOUTH
639,NORTHEAST
640,NORTHEAST
641,NORTHEAST
642,NORTHEAST
643,SOUTH
644,NORTHEAST
645,SOUTH
646,SOUTH
647,SOUTH
648,NORTHEAST
649,NORTHEAST
650,SOUTH
651,NORTHEAST
652,NORTHEAST
653,NORTHEAST
654,NORTHEAST
655,WEST
656,NORTHEAST
657,SOUTH
658,SOUTH
659,NORTHEAST
660,SOUTH
661,SOUTH
662,NORTHEAST
663,NORTHEAST
664,NORTHEAST
665,SOUTH
666,NORTHEAST
667,NORTHEAST
668,SOUTH
669,SOUTH
670,NORTHEAST
671,NORTHEAST
672,SOUTH
673,SOUTH
674,SOUTH
675,NORTHEAST
676,SOUTH
677,NORTHEAST
678,SOUTH
679,NORTHEAST
680,NORTHEAST
681,SOUTH
682,NORTHEAST
683,SOUTH
684,SOUTH
685,NORTHEAST
686,SOUTH
687,SOUTH
688,NORTHEAST
689,NORTHEAST
690,SOUTH
691,NORTHEAST
692,SOUTH
693,NORTHEAST
694,SOUTH
695,SOUTH
696,SOUTH
697,SOUTH
698,SOUTH
699,SOUTH
700,SOUTH
701,SOUTH
702,SOUTH
703,NORTHEAST
704,SOUTH
705,NORTHEAST
706,SOUTH
707,SOUTH
708,SOUTH
709,SOUTH
710,WEST
711,SOUTH
712,SOUTH
713,SOUTH
714,NORTHEAST
715,NORTHEAST
716,NORTHEAST
717,SOUTH
718,SOUTH
719,SOUTH
720,WEST
721,SOUTH
722,SOUTH
723,SOUTH
724,SOUTH
725,SOUTH
726,NORTHEAST
727,SOUTH
728,NORTHEAST
729,NORTHEAST
730,NORTHEAST
731,SOUTH
732,NORTHEAST
733,SOUTH
734,NORTHEAST
735,NORTHEAST
736,NORTHEAST
737,NORTHEAST
738,NORTHEAST
739,NORTHEAST
740,NORTHEAST
741,NORTHEAST
742,NORTHEAST
743,NORTHEAST
744,NORTHEAST
745,SOUTH
746,NORTHEAST
747,NORTHEAST
748,NORTHEAST
749,NORTHEAST
750,NORTHEAST
751,NORTHEAST
752,NORTHEAST
753,NORTHEAST
754,NORTHEAST
755,NORTHEAST
756,NORTHEAST
757,NORTHEAST
758,NORTHEAST
759,NORTHEAST
760,SOUTH
761,NORTHEAST
762,SOUTH
763,SOUTH
764,NORTHEAST
765,NORTHEAST
766,NORTHEAST
767,NORTHEAST
768,NORTHEAST
769,NORTHEAST
770,NORTHEAST
771,NORTHEAST
772,NORTHEAST
773,SOUTH
774,NORTHEAST
775,NORTHEAST
776,NORTHEAST
777,SOUTH
778,SOUTH
779,NORTHEAST
780,NORTHEAST
781,NORTHEAST
782,NORTHEAST
783,SOUTH
784,NORTHEAST
785,SOUTH
786,NORTHEAST
787,SOUTH
788,SOUTH
789,SOUTH
790,SOUTH
791,SOUTH
792,SOUTH
793,SOUTH
794,NORTHEAST
795,SOUTH
796,NORTHEAST
797,NORTHEAST
798,SOUTH
799,NORTHEAST
800,SOUTH
801,NORTHEAST
802,SOUTH
803,NORTHEAST
804,NORTHEAST
805,NORTHEAST
806,NORTHEAST
807,NORTHEAST
808,NORTHEAST
809,NORTHEAST
810,NORTHEAST
811,NORTHEAST
812,SOUTH
813,SOUTH
814,NORTHEAST
815,NORTHEAST
816,SOUTH
817,SOUTH
818,NORTHEAST
819,SOUTH
820,NORTHEAST
821,NORTHEAST
822,SOUTH
823,NORTHEAST
824,SOUTH
825,SOUTH
826,SOUTH
827,SOUTH
828,NORTHEAST
829,SOUTH
830,SOUTH
831,SOUTH
832,SOUTH
833,SOUTH
834,SOUTH
835,SOUTH
836,SOUTH
837,SOUTH
838,SOUTH
839,SOUTH
840,SOUTH
841,NORTHEAST
842,SOUTH
843,SOUTH
844,SOUTH
845,SOUTH
846,SOUTH
847,SOUTH
848,SOUTH
849,NORTHEAST
850,SOUTH
851,NORTHEAST
852,SOUTH
853,SOUTH
854,NORTHEAST
855,SOUTH
856,SOUTH
857,NORTHEAST
858,SOUTH
859,SOUTH
860,SOUTH
861,SOUTH
862,NORTHEAST
863,NORTHEAST
864,NORTHEAST
865,NORTHEAST
866,NORTHEAST
867,NORTHEAST
868,NORTHEAST
869,SOUTH
870,NORTHEAST
871,SOUTH
872,NORTHEAST
873,NORTHEAST
874,SOUTH
875,NORTHEAST
876,SOUTH
877,NORTHEAST
878,NORTHEAST
879,NORTHEAST
880,NORTHEAST
881,NORTHEAST
882,NORTHEAST
883,SOUTH
884,NORTHEAST
885,NORTHEAST
886,SOUTH
887,SOUTH
888,NORTHEAST
889,SOUTH
890,SOUTH
891,SOUTH
892,SOUTH
893,NORTHEAST
894,SOUTH
895,SOUTH
896,SOUTH
897,NORTHEAST
898,NORTHEAST
899,SOUTH
900,NORTHEAST
901,SOUTH
902,SOUTH
903,NORTHEAST
904,SOUTH
905,SOUTH
906,NORTHEAST
907,SOUTH
908,NORTHEAST
909,SOUTH
910,SOUTH
911,NORTHEAST
912,NORTHEAST
913,NORTHEAST
914,NORTHEAST
915,SOUTH
916,SOUTH
917,SOUTH
918,NORTHEAST
919,NORTHEAST
920,NORTHEAST
921,NORTHEAST
922,NORTHEAST
923,NORTHEAST
924,NORTHEAST
925,NORTHEAST
926,NORTHEAST
927,NORTHEAST
928,NORTHEAST
929,NORTHEAST
930,NORTHEAST
931,SOUTH
932,NORTHEAST
933,NORTHEAST
934,NORTHEAST
935,NORTHEAST
936,NORTHEAST
937,NORTHEAST
938,NORTHEAST
939,NORTHEAST
940,NORTHEAST
941,NORTHEAST
942,NORTHEAST
943,NORTHEAST
944,NORTHEAST
945,SOUTH
946,SOUTH
947,NORTHEAST
948,SOUTH
949,NORTHEAST
950,NORTHEAST
951,NORTHEAST
952,NORTHEAST
953,NORTHEAST
954,SOUTH
955,NORTHEAST
956,NORTHEAST
957,NORTHEAST
958,NORTHEAST
959,NORTHEAST
960,NORTHEAST
961,NORTHEAST
962,SOUTH
963,NORTHEAST
964,NORTHEAST
965,SOUTH
966,NORTHEAST
967,SOUTH
968,SOUTH
969,NORTHEAST
970,NORTHEAST
971,NORTHEAST
972,SOUTH
973,SOUTH
974,SOUTH
975,SOUTH
976,SOUTH
977,SOUTH
978,NORTHEAST
979,SOUTH
980,SOUTH
981,SOUTH
982,SOUTH
983,NORTHEAST
984,SOUTH
985,SOUTH
986,NORTHEAST
987,NORTHEAST
988,SOUTH
989,SOUTH
990,SOUTH
991,SOUTH
992,SOUTH
993,SOUTH
994,NORTHEAST
995,NORTHEAST
996,SOUTH
997,NORTHEAST
998,NORTHEAST
999,SOUTH
1000,SOUTH
1001,SOUTH
1002,SOUTH
1003,SOUTH
1004,SOUTH
1005,SOUTH
1006,NORTHEAST
1007,NORTHEAST
1008,NORTHEAST
1009,NORTHEAST
1010,SOUTH
1011,SOUTH
1012,SOUTH
1013,NORTHEAST
1014,NORTHEAST
1015,SOUTH
1016,WEST
1017,SOUTH
1018,SOUTH
1019,NORTHEAST
1020,SOUTH
1021,NORTHEAST
1022,SOUTH
1023,SOUTH
1024,SOUTH
1025,SOUTH
1026,SOUTH
1027,SOUTH
1028,NORTHEAST
1029,NORTHEAST
1030,NORTHEAST
1031,NORTHEAST
1032,NORTHEAST
1033,SOUTH
1034,SOUTH
1035,NORTHEAST
1036,SOUTH
1037,SOUTH
1038,SOUTH
1039,NORTHEAST
1040,NORTHEAST
1041,NORTHEAST
1042,NORTHEAST
1043,NORTHEAST
1044,SOUTH
1045,NORTHEAST
1046,NORTHEAST
1047,NORTHEAST
1048,SOUTH
1049,NORTHEAST
1050,NORTHEAST
1051,SOUTH
1052,NORTHEAST
1053,NORTHEAST
1054,NORTHEAST
1055,NORTHEAST
1056,NORTHEAST
1057,NORTHEAST
1058,SOUTH
1059,NORTHEAST
1060,NORTHEAST
1061,NORTHEAST
1062,NORTHEAST
1063,NORTHEAST
1064,SOUTH
1065,NORTHEAST
1066,SOUTH
1067,NORTHEAST
1068,SOUTH
1069,NORTHEAST
1070,NORTHEAST
1071,NORTHEAST
1072,NORTHEAST
1073,NORTHEAST
1074,SOUTH
1075,NORTHEAST
1076,SOUTH
1077,NORTHEAST
1078,NORTHEAST
1079,NORTHEAST
1080,NORTHEAST
1081,SOUTH
1082,SOUTH
1083,NORTHEAST
1084,NORTHEAST
1085,SOUTH
1086,NORTHEAST
1087,NORTHEAST
1088,NORTHEAST
1089,NORTHEAST
1090,NORTHEAST
1091,SOUTH
1092,NORTHEAST
1093,NORTHEAST
1094,NORTHEAST
1095,SOUTH
1096,NORTHEAST
1097,NORTHEAST
1098,NORTHEAST
1099,NORTHEAST
1100,NORTHEAST
1101,NORTHEAST
1102,NORTHEAST
1103,SOUTH
1104,NORTHEAST
1105,NORTHEAST
1106,SOUTH
1107,SOUTH
1108,SOUTH
1109,NORTHEAST
1110,NORTHEAST
1111,NORTHEAST
1112,SOUTH
1113,NORTHEAST
1114,SOUTH
1115,SOUTH
1116,NORTHEAST
1117,NORTHEAST
1118,NORTHEAST
1119,NORTHEAST
1120,SOUTH
1121,NORTHEAST
1122,NORTHEAST
1123,NORTHEAST
1124,NORTHEAST
1125,SOUTH
1126,SOUTH
1127,SOUTH
1128,SOUTH
1129,WEST
1130,NORTHEAST
1131,SOUTH
1132,SOUTH
1133,NORTHEAST
1134,NORTHEAST
1135,SOUTH
1136,NORTHEAST
1137,SOUTH
1138,SOUTH
1139,SOUTH
1140,NORTHEAST
1141,NORTHEAST
1142,NORTHEAST
1143,SOUTH
1144,SOUTH
1145,SOUTH
1146,NORTHEAST
1147,SOUTH
1148,SOUTH
1149,NORTHEAST
1150,SOUTH
1151,SOUTH
1152,NORTHEAST
1153,SOUTH
1154,SOUTH
1155,SOUTH
1156,NORTHEAST
1157,SOUTH
1158,NORTHEAST
1159,SOUTH
1160,NORTHEAST
1161,SOUTH
1162,SOUTH
1163,NORTHEAST
1164,NORTHEAST
1165,NORTHEAST
1166,NORTHEAST
1167,NORTHEAST
1168,SOUTH
1169,NORTHEAST
1170,SOUTH
1171,SOUTH
1172,SOUTH
1173,SOUTH
1174,NORTHEAST
1175,NORTHEAST
1176,NORTHEAST
1177,NORTHEAST
1178,NORTHEAST
1179,NORTHEAST
1180,SOUTH
1181,SOUTH
1182,SOUTH
1183,NORTHEAST
1184,NORTHEAST
1185,NORTHEAST
1186,SOUTH
1187,SOUTH
1188,SOUTH
1189,NORTHEAST
1190,NORTHEAST
1191,SOUTH
1192,NORTHEAST
1193,NORTHEAST
1194,NORTHEAST
1195,NORTHEAST
1196,NORTHEAST
1197,NORTHEAST
1198,SOUTH
1199,NORTHEAST
1200,NORTHEAST
1201,NORTHEAST
1202,SOUTH
1203,NORTHEAST
1204,NORTHEAST
1205,SOUTH
1206,NORTHEAST
1207,NORTHEAST
1208,SOUTH
1209,NORTHEAST
1210,NORTHEAST
1211,NORTHEAST
1212,NORTHEAST
1213,NORTHEAST
1214,NORTHEAST
1215,NORTHEAST
1216,NORTHEAST
1217,NORTHEAST
1218,NORTHEAST
1219,NORTHEAST
1220,NORTHEAST
1221,NORTHEAST
1222,NORTHEAST
1223,NORTHEAST
1224,NORTHEAST
1225,NORTHEAST
1226,NORTHEAST
1227,NORTHEAST
1228,NORTHEAST
1229,NORTHEAST
1230,SOUTH
1231,NORTHEAST
1232,NORTHEAST
1233,NORTHEAST
1234,NORTHEAST
1235,NORTHEAST
1236,NORTHEAST
1237,NORTHEAST
1238,NORTHEAST
1239,NORTHEAST
1240,NORTHEAST
1241,NORTHEAST
1242,NORTHEAST
1243,NORTHEAST
1244,NORTHEAST
1245,NORTHEAST
1246,NORTHEAST
1247,NORTHEAST
1248,NORTHEAST
1249,NORTHEAST
1250,NORTHEAST
1251,NORTHEAST
1252,NORTHEAST
1253,SOUTH
1254,NORTHEAST
1255,NORTHEAST
1256,NORTHEAST
1257,NORTHEAST
1258,NORTHEAST
1259,NORTHEAST
1260,NORTHEAST
1261,NORTHEAST
1262,SOUTH
1263,NORTHEAST
1264,NORTHEAST
1265,NORTHEAST
1266,NORTHEAST
1267,SOUTH
1268,NORTHEAST
1269,NORTHEAST
1270,NORTHEAST
1271,NORTHEAST
1272,NORTHEAST
1273,NORTHEAST
1274,SOUTH
1275,NORTHEAST
1276,SOUTH
1277,NORTHEAST
1278,NORTHEAST
1279,NORTHEAST
1280,SOUTH
1281,SOUTH
1282,NORTHEAST
1283,SOUTH
1284,SOUTH
1285,SOUTH
1286,SOUTH
1287,NORTHEAST
1288,SOUTH
1289,NORTHEAST
1290,SOUTH
1291,SOUTH
1292,SOUTH
1293,NORTHEAST
1294,SOUTH
1295,SOUTH
1296,NORTHEAST
1297,SOUTH
1298,SOUTH
1299,SOUTH
1300,SOUTH
1301,SOUTH
1302,SOUTH
1303,SOUTH
1304,SOUTH
1305,NORTHEAST
1306,SOUTH
1307,SOUTH
1308,SOUTH
1309,SOUTH
1310,SOUTH
1311,SOUTH
1312,NORTHEAST
1313,SOUTH
1314,SOUTH
1315,SOUTH
1316,NORTHEAST
1317,SOUTH
1318,SOUTH
1319,SOUTH
1320,NORTHEAST
1321,NORTHEAST
1322,SOUTH
1323,SOUTH
1324,SOUTH
1325,SOUTH
1326,SOUTH
1327,NORTHEAST
1328,SOUTH
1329,SOUTH
1330,NORTHEAST
1331,SOUTH
1332,SOUTH
1333,SOUTH
1334,NORTHEAST
1335,NORTHEAST
1336,NORTHEAST
1337,SOUTH
1338,SOUTH
1339,SOUTH
1340,SOUTH
1341,NORTHEAST
1342,SOUTH
1343,NORTHEAST
1344,NORTHEAST
1345,SOUTH
1346,NORTHEAST
1347,NORTHEAST
1348,SOUTH
1349,NORTHEAST
1350,NORTHEAST
1351,SOUTH
1352,SOUTH
1353,NORTHEAST
1354,NORTHEAST
1355,SOUTH
1356,SOUTH
1357,SOUTH
1358,SOUTH
1359,SOUTH
1360,SOUTH
1361,NORTHEAST
1362,NORTHEAST
1363,SOUTH
1364,NORTHEAST
1365,NORTHEAST
1366,SOUTH
1367,NORTHEAST
1368,NORTHEAST
1369,NORTHEAST
1370,SOUTH
1371,SOUTH
1372,SOUTH
1373,SOUTH
1374,SOUTH
1375,SOUTH
1376,SOUTH
1377,NORTHEAST
1378,SOUTH
1379,SOUTH
1380,NORTHEAST
1381,SOUTH
1382,SOUTH
1383,SOUTH
1384,SOUTH
1385,NORTHEAST
1386,SOUTH
1387,NORTHEAST
1388,SOUTH
1389,SOUTH
1390,NORTHEAST
1391,SOUTH
1392,SOUTH
1393,SOUTH
1394,NORTHEAST
1395,NORTHEAST
1396,SOUTH
1397,SOUTH
1398,NORTHEAST
1399,NORTHEAST
1400,NORTHEAST
1401,NORTHEAST
1402,NORTHEAST
1403,NORTHEAST
1404,SOUTH
1405,SOUTH
1406,NORTHEAST
1407,NORTHEAST
1408,NORTHEAST
1409,NORTHEAST
1410,SOUTH
1411,NORTHEAST
1412,SOUTH
1413,NORTHEAST
1414,NORTHEAST
1415,NORTHEAST
1416,SOUTH
1417,SOUTH
1418,NORTHEAST
1419,SOUTH
1420,SOUTH
1421,NORTHEAST
1422,SOUTH
1423,SOUTH
1424,NORTHEAST
1425,SOUTH
1426,NORTHEAST
1427,SOUTH
1428,NORTHEAST
1429,NORTHEAST
1430,SOUTH
1431,NORTHEAST
1432,SOUTH
1433,SOUTH
1434,SOUTH
1435,NORTHEAST
1436,SOUTH
1437,SOUTH
1438,NORTHEAST
1439,SOUTH
1440,SOUTH
1441,NORTHEAST
1442,NORTHEAST
1443,NORTHEAST
1444,SOUTH
1445,SOUTH
1446,SOUTH
1447,NORTHEAST
1448,NORTHEAST
1449,SOUTH
1450,SOUTH
1451,SOUTH
1452,SOUTH
1453,NORTHEAST
1454,SOUTH
1455,NORTHEAST
1456,SOUTH
1457,SOUTH
1458,NORTHEAST
1459,SOUTH
1460,NORTHEAST
1461,SOUTH
1462,SOUTH
1463,NORTHEAST
1464,NORTHEAST
1465,NORTHEAST
1466,SOUTH
1467,SOUTH
1468,NORTHEAST
1469,SOUTH
1470,SOUTH
1471,SOUTH
1472,SOUTH
1473,SOUTH
1474,NORTHEAST
1475,SOUTH
1476,SOUTH
1477,SOUTH
1478,SOUTH
1479,NORTHEAST
1480,SOUTH
1481,SOUTH
1482,NORTHEAST
1483,NORTHEAST
1484,SOUTH
1485,SOUTH
1486,SOUTH
1487,NORTHEAST
1488,SOUTH
1489,SOUTH
1490,NORTHEAST
1491,SOUTH
1492,SOUTH
1493,SOUTH
1494,NORTHEAST
1495,SOUTH
1496,SOUTH
1497,SOUTH
1498,SOUTH
1499,SOUTH
1500,SOUTH
1501,NORTHEAST
